lesson;cs;cs
8;EEGD;pEEGD
11;EEGE;pEEGE
10;EEGF;pEEGF
14;EEGG;pEEGG
19;EEGH;pEEGH
16;EEGI;pEEGI
19;EEGJ;pEEGJ
2;EEHA;pEEHA
19;EEHB;pEEHB
11;EEHC;pEEHC
0;EEHD;pEEHD
10;EEHE;pEEHE
16;EEHF;pEEHF
3;EEHG;pEEHG
11;EEHH;pEEHH
12;EEHI;pEEHI
15;EEHJ;pEEHJ
0;EEIA;pEEIA
4;EEIB;pEEIB
12;EEIC;pEEIC
18;EEID;pEEID
2;EEIE;pEEIE
10;EEIF;pEEIF
13;EEIG;pEEIG
11;EEIH;pEEIH
12;EEII;pEEII
15;EEIJ;pEEIJ
6;EEJA;pEEJA
6;EEJB;pEEJB
13;EEJC;pEEJC
13;EEJD;pEEJD
15;EEJE;pEEJE
9;EEJF;pEEJF
8;EEJG;pEEJG
1;EEJH;pEEJH
0;EEJI;pEEJI
14;EEJJ;pEEJJ
0;EFAA;pEFAA
9;EFAB;pEFAB
9;EFAC;pEFAC
19;EFAD;pEFAD
6;EFAE;pEFAE
13;EFAF;pEFAF
14;EFAG;pEFAG
17;EFAH;pEFAH
2;EFAI;pEFAI
3;EFAJ;pEFAJ
17;EFBA;pEFBA
19;EFBB;pEFBB
12;EFBC;pEFBC
4;EFBD;pEFBD
18;EFBE;pEFBE
8;EFBF;pEFBF
19;EFBG;pEFBG
4;EFBH;pEFBH
10;EFBI;pEFBI
0;EFBJ;pEFBJ
10;EFCA;pEFCA
9;EFCB;pEFCB
3;EFCC;pEFCC
14;EFCD;pEFCD
3;EFCE;pEFCE
19;EFCF;pEFCF
6;EFCG;pEFCG
2;EFCH;pEFCH
8;EFCI;pEFCI
8;EFCJ;pEFCJ
2;EFDA;pEFDA
10;EFDB;pEFDB
16;EFDC;pEFDC
10;EFDD;pEFDD
9;EFDE;pEFDE
2;EFDF;pEFDF
14;EFDG;pEFDG
11;EFDH;pEFDH
9;EFDI;pEFDI
8;EFDJ;pEFDJ
16;EFEA;pEFEA
17;EFEB;pEFEB
0;EFEC;pEFEC
4;EFED;pEFED
15;EFEE;pEFEE
2;EFEF;pEFEF
15;EFEG;pEFEG
12;EFEH;pEFEH
0;EFEI;pEFEI
11;EFEJ;pEFEJ
7;EFFA;pEFFA
11;EFFB;pEFFB
10;EFFC;pEFFC
9;EFFD;pEFFD
17;EFFE;pEFFE
11;EFFF;pEFFF
19;EFFG;pEFFG
15;EFFH;pEFFH
4;EFFI;pEFFI
8;EFFJ;pEFFJ
16;EFGA;pEFGA
12;EFGB;pEFGB
8;EFGC;pEFGC
15;EFGD;pEFGD
9;EFGE;pEFGE
16;EFGF;pEFGF
5;EFGG;pEFGG
7;EFGH;pEFGH
15;EFGI;pEFGI
14;EFGJ;pEFGJ
17;EFHA;pEFHA
7;EFHB;pEFHB
12;EFHC;pEFHC
17;EFHD;pEFHD
18;EFHE;pEFHE
17;EFHF;pEFHF
16;EFHG;pEFHG
3;EFHH;pEFHH
19;EFHI;pEFHI
17;EFHJ;pEFHJ
18;EFIA;pEFIA
9;EFIB;pEFIB
5;EFIC;pEFIC
0;EFID;pEFID
15;EFIE;pEFIE
5;EFIF;pEFIF
9;EFIG;pEFIG
2;EFIH;pEFIH
4;EFII;pEFII
12;EFIJ;pEFIJ
12;EFJA;pEFJA
2;EFJB;pEFJB
18;EFJC;pEFJC
4;EFJD;pEFJD
1;EFJE;pEFJE
6;EFJF;pEFJF
5;EFJG;pEFJG
1;EFJH;pEFJH
2;EFJI;pEFJI
15;EFJJ;pEFJJ
1;EGAA;pEGAA
10;EGAB;pEGAB
2;EGAC;pEGAC
5;EGAD;pEGAD
5;EGAE;pEGAE
6;EGAF;pEGAF
11;EGAG;pEGAG
18;EGAH;pEGAH
17;EGAI;pEGAI
16;EGAJ;pEGAJ
19;EGBA;pEGBA
15;EGBB;pEGBB
15;EGBC;pEGBC
7;EGBD;pEGBD
7;EGBE;pEGBE
16;EGBF;pEGBF
16;EGBG;pEGBG
18;EGBH;pEGBH
18;EGBI;pEGBI
5;EGBJ;pEGBJ
16;EGCA;pEGCA
15;EGCB;pEGCB
11;EGCC;pEGCC
13;EGCD;pEGCD
3;EGCE;pEGCE
11;EGCF;pEGCF
10;EGCG;pEGCG
10;EGCH;pEGCH
1;EGCI;pEGCI
2;EGCJ;pEGCJ
8;EGDA;pEGDA
0;EGDB;pEGDB
17;EGDC;pEGDC
3;EGDD;pEGDD
17;EGDE;pEGDE
11;EGDF;pEGDF
9;EGDG;pEGDG
9;EGDH;pEGDH
10;EGDI;pEGDI
3;EGDJ;pEGDJ
5;EGEA;pEGEA
11;EGEB;pEGEB
3;EGEC;pEGEC
19;EGED;pEGED
5;EGEE;pEGEE
17;EGEF;pEGEF
6;EGEG;pEGEG
10;EGEH;pEGEH
19;EGEI;pEGEI
4;EGEJ;pEGEJ
0;EGFA;pEGFA
4;EGFB;pEGFB
10;EGFC;pEGFC
0;EGFD;pEGFD
0;EGFE;pEGFE
7;EGFF;pEGFF
4;EGFG;pEGFG
0;EGFH;pEGFH
10;EGFI;pEGFI
11;EGFJ;pEGFJ
10;EGGA;pEGGA
10;EGGB;pEGGB
2;EGGC;pEGGC
0;EGGD;pEGGD
5;EGGE;pEGGE
8;EGGF;pEGGF
9;EGGG;pEGGG
16;EGGH;pEGGH
7;EGGI;pEGGI
18;EGGJ;pEGGJ
15;EGHA;pEGHA
9;EGHB;pEGHB
12;EGHC;pEGHC
16;EGHD;pEGHD
14;EGHE;pEGHE
8;EGHF;pEGHF
6;EGHG;pEGHG
19;EGHH;pEGHH
5;EGHI;pEGHI
14;EGHJ;pEGHJ
15;EGIA;pEGIA
15;EGIB;pEGIB
9;EGIC;pEGIC
1;EGID;pEGID
6;EGIE;pEGIE
19;EGIF;pEGIF
4;EGIG;pEGIG
14;EGIH;pEGIH
11;EGII;pEGII
0;EGIJ;pEGIJ
2;EGJA;pEGJA
18;EGJB;pEGJB
3;EGJC;pEGJC
15;EGJD;pEGJD
9;EGJE;pEGJE
19;EGJF;pEGJF
3;EGJG;pEGJG
2;EGJH;pEGJH
0;EGJI;pEGJI
12;EGJJ;pEGJJ
15;EHAA;pEHAA
1;EHAB;pEHAB
19;EHAC;pEHAC
3;EHAD;pEHAD
2;EHAE;pEHAE
9;EHAF;pEHAF
17;EHAG;pEHAG
6;EHAH;pEHAH
8;EHAI;pEHAI
0;EHAJ;pEHAJ
1;EHBA;pEHBA
16;EHBB;pEHBB
8;EHBC;pEHBC
14;EHBD;pEHBD
7;EHBE;pEHBE
18;EHBF;pEHBF
4;EHBG;pEHBG
8;EHBH;pEHBH
6;EHBI;pEHBI
6;EHBJ;pEHBJ
17;EHCA;pEHCA
11;EHCB;pEHCB
2;EHCC;pEHCC
2;EHCD;pEHCD
11;EHCE;pEHCE
11;EHCF;pEHCF
0;EHCG;pEHCG
3;EHCH;pEHCH
17;EHCI;pEHCI
1;EHCJ;pEHCJ
19;EHDA;pEHDA
8;EHDB;pEHDB
17;EHDC;pEHDC
18;EHDD;pEHDD
14;EHDE;pEHDE
2;EHDF;pEHDF
19;EHDG;pEHDG
12;EHDH;pEHDH
7;EHDI;pEHDI
10;EHDJ;pEHDJ
14;EHEA;pEHEA
6;EHEB;pEHEB
6;EHEC;pEHEC
17;EHED;pEHED
18;EHEE;pEHEE
7;EHEF;pEHEF
10;EHEG;pEHEG
18;EHEH;pEHEH
4;EHEI;pEHEI
11;EHEJ;pEHEJ
15;EHFA;pEHFA
13;EHFB;pEHFB
11;EHFC;pEHFC
1;EHFD;pEHFD
13;EHFE;pEHFE
19;EHFF;pEHFF
8;EHFG;pEHFG
16;EHFH;pEHFH
4;EHFI;pEHFI
6;EHFJ;pEHFJ
9;EHGA;pEHGA
1;EHGB;pEHGB
12;EHGC;pEHGC
2;EHGD;pEHGD
17;EHGE;pEHGE
8;EHGF;pEHGF
3;EHGG;pEHGG
9;EHGH;pEHGH
7;EHGI;pEHGI
15;EHGJ;pEHGJ
13;EHHA;pEHHA
11;EHHB;pEHHB
4;EHHC;pEHHC
15;EHHD;pEHHD
15;EHHE;pEHHE
0;EHHF;pEHHF
5;EHHG;pEHHG
8;EHHH;pEHHH
3;EHHI;pEHHI
2;EHHJ;pEHHJ
10;EHIA;pEHIA
3;EHIB;pEHIB
11;EHIC;pEHIC
9;EHID;pEHID
8;EHIE;pEHIE
10;EHIF;pEHIF
4;EHIG;pEHIG
2;EHIH;pEHIH
5;EHII;pEHII
4;EHIJ;pEHIJ
12;EHJA;pEHJA
12;EHJB;pEHJB
9;EHJC;pEHJC
1;EHJD;pEHJD
7;EHJE;pEHJE
5;EHJF;pEHJF
19;EHJG;pEHJG
4;EHJH;pEHJH
19;EHJI;pEHJI
12;EHJJ;pEHJJ
6;EIAA;pEIAA
16;EIAB;pEIAB
2;EIAC;pEIAC
1;EIAD;pEIAD
5;EIAE;pEIAE
4;EIAF;pEIAF
1;EIAG;pEIAG
18;EIAH;pEIAH
14;EIAI;pEIAI
18;EIAJ;pEIAJ
10;EIBA;pEIBA
0;EIBB;pEIBB
18;EIBC;pEIBC
9;EIBD;pEIBD
17;EIBE;pEIBE
6;EIBF;pEIBF
15;EIBG;pEIBG
13;EIBH;pEIBH
14;EIBI;pEIBI
17;EIBJ;pEIBJ
14;EICA;pEICA
12;EICB;pEICB
5;EICC;pEICC
3;EICD;pEICD
19;EICE;pEICE
15;EICF;pEICF
12;EICG;pEICG
14;EICH;pEICH
15;EICI;pEICI
14;EICJ;pEICJ
9;EIDA;pEIDA
3;EIDB;pEIDB
16;EIDC;pEIDC
7;EIDD;pEIDD
19;EIDE;pEIDE
4;EIDF;pEIDF
19;EIDG;pEIDG
16;EIDH;pEIDH
3;EIDI;pEIDI
18;EIDJ;pEIDJ
11;EIEA;pEIEA
5;EIEB;pEIEB
14;EIEC;pEIEC
14;EIED;pEIED
4;EIEE;pEIEE
5;EIEF;pEIEF
9;EIEG;pEIEG
2;EIEH;pEIEH
14;EIEI;pEIEI
7;EIEJ;pEIEJ
8;EIFA;pEIFA
3;EIFB;pEIFB
19;EIFC;pEIFC
19;EIFD;pEIFD
15;EIFE;pEIFE
13;EIFF;pEIFF
14;EIFG;pEIFG
13;EIFH;pEIFH
5;EIFI;pEIFI
3;EIFJ;pEIFJ
13;EIGA;pEIGA
10;EIGB;pEIGB
6;EIGC;pEIGC
7;EIGD;pEIGD
18;EIGE;pEIGE
2;EIGF;pEIGF
8;EIGG;pEIGG
1;EIGH;pEIGH
9;EIGI;pEIGI
13;EIGJ;pEIGJ
14;EIHA;pEIHA
4;EIHB;pEIHB
9;EIHC;pEIHC
12;EIHD;pEIHD
0;EIHE;pEIHE
4;EIHF;pEIHF
16;EIHG;pEIHG
19;EIHH;pEIHH
13;EIHI;pEIHI
7;EIHJ;pEIHJ
16;EIIA;pEIIA
8;EIIB;pEIIB
17;EIIC;pEIIC
13;EIID;pEIID
16;EIIE;pEIIE
11;EIIF;pEIIF
1;EIIG;pEIIG
1;EIIH;pEIIH
10;EIII;pEIII
12;EIIJ;pEIIJ
9;EIJA;pEIJA
7;EIJB;pEIJB
14;EIJC;pEIJC
16;EIJD;pEIJD
6;EIJE;pEIJE
7;EIJF;pEIJF
10;EIJG;pEIJG
4;EIJH;pEIJH
4;EIJI;pEIJI
3;EIJJ;pEIJJ
19;EJAA;pEJAA
9;EJAB;pEJAB
13;EJAC;pEJAC
8;EJAD;pEJAD
8;EJAE;pEJAE
9;EJAF;pEJAF
3;EJAG;pEJAG
17;EJAH;pEJAH
3;EJAI;pEJAI
6;EJAJ;pEJAJ
18;EJBA;pEJBA
4;EJBB;pEJBB
13;EJBC;pEJBC
8;EJBD;pEJBD
2;EJBE;pEJBE
1;EJBF;pEJBF
1;EJBG;pEJBG
6;EJBH;pEJBH
4;EJBI;pEJBI
16;EJBJ;pEJBJ
11;EJCA;pEJCA
12;EJCB;pEJCB
2;EJCC;pEJCC
14;EJCD;pEJCD
12;EJCE;pEJCE
19;EJCF;pEJCF
0;EJCG;pEJCG
15;EJCH;pEJCH
9;EJCI;pEJCI
4;EJCJ;pEJCJ
8;EJDA;pEJDA
11;EJDB;pEJDB
5;EJDC;pEJDC
6;EJDD;pEJDD
9;EJDE;pEJDE
7;EJDF;pEJDF
1;EJDG;pEJDG
6;EJDH;pEJDH
0;EJDI;pEJDI
5;EJDJ;pEJDJ
15;EJEA;pEJEA
4;EJEB;pEJEB
19;EJEC;pEJEC
2;EJED;pEJED
1;EJEE;pEJEE
15;EJEF;pEJEF
2;EJEG;pEJEG
6;EJEH;pEJEH
18;EJEI;pEJEI
13;EJEJ;pEJEJ
19;EJFA;pEJFA
13;EJFB;pEJFB
1;EJFC;pEJFC
16;EJFD;pEJFD
17;EJFE;pEJFE
5;EJFF;pEJFF
0;EJFG;pEJFG
13;EJFH;pEJFH
0;EJFI;pEJFI
4;EJFJ;pEJFJ
12;EJGA;pEJGA
7;EJGB;pEJGB
15;EJGC;pEJGC
16;EJGD;pEJGD
4;EJGE;pEJGE
18;EJGF;pEJGF
18;EJGG;pEJGG
8;EJGH;pEJGH
2;EJGI;pEJGI
4;EJGJ;pEJGJ
2;EJHA;pEJHA
12;EJHB;pEJHB
17;EJHC;pEJHC
7;EJHD;pEJHD
6;EJHE;pEJHE
16;EJHF;pEJHF
16;EJHG;pEJHG
17;EJHH;pEJHH
10;EJHI;pEJHI
8;EJHJ;pEJHJ
11;EJIA;pEJIA
0;EJIB;pEJIB
7;EJIC;pEJIC
4;EJID;pEJID
8;EJIE;pEJIE
10;EJIF;pEJIF
13;EJIG;pEJIG
15;EJIH;pEJIH
3;EJII;pEJII
0;EJIJ;pEJIJ
15;EJJA;pEJJA
9;EJJB;pEJJB
5;EJJC;pEJJC
17;EJJD;pEJJD
2;EJJE;pEJJE
14;EJJF;pEJJF
6;EJJG;pEJJG
5;EJJH;pEJJH
7;EJJI;pEJJI
7;EJJJ;pEJJJ
1;FAAA;pFAAA
7;FAAB;pFAAB
6;FAAC;pFAAC
19;FAAD;pFAAD
2;FAAE;pFAAE
16;FAAF;pFAAF
19;FAAG;pFAAG
18;FAAH;pFAAH
6;FAAI;pFAAI
17;FAAJ;pFAAJ
10;FABA;pFABA
0;FABB;pFABB
16;FABC;pFABC
15;FABD;pFABD
3;FABE;pFABE
1;FABF;pFABF
12;FABG;pFABG
16;FABH;pFABH
14;FABI;pFABI
0;FABJ;pFABJ
3;FACA;pFACA
13;FACB;pFACB
9;FACC;pFACC
6;FACD;pFACD
14;FACE;pFACE
10;FACF;pFACF
4;FACG;pFACG
9;FACH;pFACH
8;FACI;pFACI
17;FACJ;pFACJ
4;FADA;pFADA
17;FADB;pFADB
1;FADC;pFADC
10;FADD;pFADD
11;FADE;pFADE
13;FADF;pFADF
16;FADG;pFADG
7;FADH;pFADH
19;FADI;pFADI
4;FADJ;pFADJ
11;FAEA;pFAEA
12;FAEB;pFAEB
9;FAEC;pFAEC
9;FAED;pFAED
6;FAEE;pFAEE
17;FAEF;pFAEF
12;FAEG;pFAEG
1;FAEH;pFAEH
9;FAEI;pFAEI
19;FAEJ;pFAEJ
18;FAFA;pFAFA
1;FAFB;pFAFB
14;FAFC;pFAFC
15;FAFD;pFAFD
17;FAFE;pFAFE
8;FAFF;pFAFF
14;FAFG;pFAFG
5;FAFH;pFAFH
6;FAFI;pFAFI
14;FAFJ;pFAFJ
14;FAGA;pFAGA
12;FAGB;pFAGB
3;FAGC;pFAGC
5;FAGD;pFAGD
13;FAGE;pFAGE
3;FAGF;pFAGF
2;FAGG;pFAGG
10;FAGH;pFAGH
5;FAGI;pFAGI
7;FAGJ;pFAGJ
14;FAHA;pFAHA
11;FAHB;pFAHB
11;FAHC;pFAHC
14;FAHD;pFAHD
4;FAHE;pFAHE
8;FAHF;pFAHF
15;FAHG;pFAHG
8;FAHH;pFAHH
17;FAHI;pFAHI
3;FAHJ;pFAHJ
15;FAIA;pFAIA
7;FAIB;pFAIB
15;FAIC;pFAIC
5;FAID;pFAID
19;FAIE;pFAIE
8;FAIF;pFAIF
0;FAIG;pFAIG
6;FAIH;pFAIH
0;FAII;pFAII
3;FAIJ;pFAIJ
8;FAJA;pFAJA
0;FAJB;pFAJB
9;FAJC;pFAJC
0;FAJD;pFAJD
17;FAJE;pFAJE
3;FAJF;pFAJF
19;FAJG;pFAJG
4;FAJH;pFAJH
7;FAJI;pFAJI
15;FAJJ;pFAJJ
12;FBAA;pFBAA
6;FBAB;pFBAB
11;FBAC;pFBAC
18;FBAD;pFBAD
18;FBAE;pFBAE
15;FBAF;pFBAF
2;FBAG;pFBAG
19;FBAH;pFBAH
13;FBAI;pFBAI
14;FBAJ;pFBAJ
15;FBBA;pFBBA
12;FBBB;pFBBB
14;FBBC;pFBBC
0;FBBD;pFBBD
17;FBBE;pFBBE
4;FBBF;pFBBF
17;FBBG;pFBBG
6;FBBH;pFBBH
2;FBBI;pFBBI
8;FBBJ;pFBBJ
2;FBCA;pFBCA
17;FBCB;pFBCB
17;FBCC;pFBCC
7;FBCD;pFBCD
7;FBCE;pFBCE
11;FBCF;pFBCF
1;FBCG;pFBCG
11;FBCH;pFBCH
2;FBCI;pFBCI
6;FBCJ;pFBCJ
5;FBDA;pFBDA
18;FBDB;pFBDB
0;FBDC;pFBDC
2;FBDD;pFBDD
6;FBDE;pFBDE
9;FBDF;pFBDF
17;FBDG;pFBDG
14;FBDH;pFBDH
4;FBDI;pFBDI
16;FBDJ;pFBDJ
14;FBEA;pFBEA
16;FBEB;pFBEB
6;FBEC;pFBEC
19;FBED;pFBED
15;FBEE;pFBEE
5;FBEF;pFBEF
17;FBEG;pFBEG
3;FBEH;pFBEH
18;FBEI;pFBEI
14;FBEJ;pFBEJ
14;FBFA;pFBFA
15;FBFB;pFBFB
3;FBFC;pFBFC
0;FBFD;pFBFD
9;FBFE;pFBFE
8;FBFF;pFBFF
2;FBFG;pFBFG
6;FBFH;pFBFH
4;FBFI;pFBFI
10;FBFJ;pFBFJ
2;FBGA;pFBGA
13;FBGB;pFBGB
17;FBGC;pFBGC
10;FBGD;pFBGD
19;FBGE;pFBGE
4;FBGF;pFBGF
17;FBGG;pFBGG
9;FBGH;pFBGH
14;FBGI;pFBGI
1;FBGJ;pFBGJ
17;FBHA;pFBHA
3;FBHB;pFBHB
0;FBHC;pFBHC
5;FBHD;pFBHD
1;FBHE;pFBHE
12;FBHF;pFBHF
0;FBHG;pFBHG
7;FBHH;pFBHH
7;FBHI;pFBHI
1;FBHJ;pFBHJ
13;FBIA;pFBIA
16;FBIB;pFBIB
12;FBIC;pFBIC
18;FBID;pFBID
7;FBIE;pFBIE
19;FBIF;pFBIF
9;FBIG;pFBIG
10;FBIH;pFBIH
17;FBII;pFBII
12;FBIJ;pFBIJ
9;FBJA;pFBJA
7;FBJB;pFBJB
19;FBJC;pFBJC
9;FBJD;pFBJD
6;FBJE;pFBJE
16;FBJF;pFBJF
8;FBJG;pFBJG
12;FBJH;pFBJH
18;FBJI;pFBJI
5;FBJJ;pFBJJ
15;FCAA;pFCAA
2;FCAB;pFCAB
10;FCAC;pFCAC
10;FCAD;pFCAD
13;FCAE;pFCAE
3;FCAF;pFCAF
5;FCAG;pFCAG
11;FCAH;pFCAH
6;FCAI;pFCAI
15;FCAJ;pFCAJ
14;FCBA;pFCBA
2;FCBB;pFCBB
10;FCBC;pFCBC
4;FCBD;pFCBD
1;FCBE;pFCBE
9;FCBF;pFCBF
14;FCBG;pFCBG
13;FCBH;pFCBH
13;FCBI;pFCBI
1;FCBJ;pFCBJ
7;FCCA;pFCCA
3;FCCB;pFCCB
18;FCCC;pFCCC
15;FCCD;pFCCD
17;FCCE;pFCCE
6;FCCF;pFCCF
5;FCCG;pFCCG
2;FCCH;pFCCH
15;FCCI;pFCCI
6;FCCJ;pFCCJ
9;FCDA;pFCDA
9;FCDB;pFCDB
18;FCDC;pFCDC
18;FCDD;pFCDD
7;FCDE;pFCDE
11;FCDF;pFCDF
15;FCDG;pFCDG
8;FCDH;pFCDH
13;FCDI;pFCDI
1;FCDJ;pFCDJ
10;FCEA;pFCEA
3;FCEB;pFCEB
6;FCEC;pFCEC
6;FCED;pFCED
5;FCEE;pFCEE
6;FCEF;pFCEF
17;FCEG;pFCEG
8;FCEH;pFCEH
12;FCEI;pFCEI
5;FCEJ;pFCEJ
0;FCFA;pFCFA
14;FCFB;pFCFB
6;FCFC;pFCFC
9;FCFD;pFCFD
7;FCFE;pFCFE
5;FCFF;pFCFF
16;FCFG;pFCFG
7;FCFH;pFCFH
6;FCFI;pFCFI
11;FCFJ;pFCFJ
12;FCGA;pFCGA
13;FCGB;pFCGB
7;FCGC;pFCGC
18;FCGD;pFCGD
17;FCGE;pFCGE
17;FCGF;pFCGF
7;FCGG;pFCGG
13;FCGH;pFCGH
13;FCGI;pFCGI
2;FCGJ;pFCGJ
6;FCHA;pFCHA
9;FCHB;pFCHB
15;FCHC;pFCHC
7;FCHD;pFCHD
5;FCHE;pFCHE
18;FCHF;pFCHF
2;FCHG;pFCHG
5;FCHH;pFCHH
7;FCHI;pFCHI
16;FCHJ;pFCHJ
5;FCIA;pFCIA
12;FCIB;pFCIB
19;FCIC;pFCIC
16;FCID;pFCID
17;FCIE;pFCIE
3;FCIF;pFCIF
18;FCIG;pFCIG
17;FCIH;pFCIH
8;FCII;pFCII
17;FCIJ;pFCIJ
4;FCJA;pFCJA
4;FCJB;pFCJB
11;FCJC;pFCJC
15;FCJD;pFCJD
11;FCJE;pFCJE
15;FCJF;pFCJF
10;FCJG;pFCJG
6;FCJH;pFCJH
19;FCJI;pFCJI
1;FCJJ;pFCJJ
19;FDAA;pFDAA
19;FDAB;pFDAB
11;FDAC;pFDAC
19;FDAD;pFDAD
16;FDAE;pFDAE
5;FDAF;pFDAF
4;FDAG;pFDAG
13;FDAH;pFDAH
9;FDAI;pFDAI
6;FDAJ;pFDAJ
16;FDBA;pFDBA
4;FDBB;pFDBB
13;FDBC;pFDBC
10;FDBD;pFDBD
18;FDBE;pFDBE
19;FDBF;pFDBF
4;FDBG;pFDBG
5;FDBH;pFDBH
4;FDBI;pFDBI
19;FDBJ;pFDBJ
1;FDCA;pFDCA
4;FDCB;pFDCB
3;FDCC;pFDCC
8;FDCD;pFDCD
12;FDCE;pFDCE
14;FDCF;pFDCF
14;FDCG;pFDCG
12;FDCH;pFDCH
3;FDCI;pFDCI
19;FDCJ;pFDCJ
2;FDDA;pFDDA
2;FDDB;pFDDB
5;FDDC;pFDDC
8;FDDD;pFDDD
5;FDDE;pFDDE
7;FDDF;pFDDF
3;FDDG;pFDDG
15;FDDH;pFDDH
10;FDDI;pFDDI
12;FDDJ;pFDDJ
2;FDEA;pFDEA
6;FDEB;pFDEB
3;FDEC;pFDEC
1;FDED;pFDED
0;FDEE;pFDEE
11;FDEF;pFDEF
0;FDEG;pFDEG
19;FDEH;pFDEH
10;FDEI;pFDEI
15;FDEJ;pFDEJ
16;FDFA;pFDFA
8;FDFB;pFDFB
11;FDFC;pFDFC
8;FDFD;pFDFD
16;FDFE;pFDFE
11;FDFF;pFDFF
15;FDFG;pFDFG
19;FDFH;pFDFH
16;FDFI;pFDFI
10;FDFJ;pFDFJ
11;FDGA;pFDGA
2;FDGB;pFDGB
17;FDGC;pFDGC
4;FDGD;pFDGD
6;FDGE;pFDGE
12;FDGF;pFDGF
16;FDGG;pFDGG
18;FDGH;pFDGH
3;FDGI;pFDGI
10;FDGJ;pFDGJ
9;FDHA;pFDHA
17;FDHB;pFDHB
13;FDHC;pFDHC
10;FDHD;pFDHD
9;FDHE;pFDHE
13;FDHF;pFDHF
15;FDHG;pFDHG
7;FDHH;pFDHH
9;FDHI;pFDHI
17;FDHJ;pFDHJ
9;FDIA;pFDIA
0;FDIB;pFDIB
15;FDIC;pFDIC
7;FDID;pFDID
2;FDIE;pFDIE
16;FDIF;pFDIF
15;FDIG;pFDIG
5;FDIH;pFDIH
13;FDII;pFDII
10;FDIJ;pFDIJ
16;FDJA;pFDJA
16;FDJB;pFDJB
17;FDJC;pFDJC
8;FDJD;pFDJD
15;FDJE;pFDJE
12;FDJF;pFDJF
16;FDJG;pFDJG
13;FDJH;pFDJH
7;FDJI;pFDJI
16;FDJJ;pFDJJ
7;FEAA;pFEAA
6;FEAB;pFEAB
1;FEAC;pFEAC
15;FEAD;pFEAD
11;FEAE;pFEAE
5;FEAF;pFEAF
2;FEAG;pFEAG
14;FEAH;pFEAH
12;FEAI;pFEAI
9;FEAJ;pFEAJ
10;FEBA;pFEBA
0;FEBB;pFEBB
5;FEBC;pFEBC
10;FEBD;pFEBD
0;FEBE;pFEBE
17;FEBF;pFEBF
3;FEBG;pFEBG
14;FEBH;pFEBH
3;FEBI;pFEBI
3;FEBJ;pFEBJ
12;FECA;pFECA
2;FECB;pFECB
11;FECC;pFECC
6;FECD;pFECD
15;FECE;pFECE
5;FECF;pFECF
17;FECG;pFECG
16;FECH;pFECH
7;FECI;pFECI
5;FECJ;pFECJ
11;FEDA;pFEDA
3;FEDB;pFEDB
9;FEDC;pFEDC
3;FEDD;pFEDD
7;FEDE;pFEDE
3;FEDF;pFEDF
2;FEDG;pFEDG
18;FEDH;pFEDH
9;FEDI;pFEDI
8;FEDJ;pFEDJ
12;FEEA;pFEEA
15;FEEB;pFEEB
19;FEEC;pFEEC
5;FEED;pFEED
0;FEEE;pFEEE
7;FEEF;pFEEF
1;FEEG;pFEEG
16;FEEH;pFEEH
8;FEEI;pFEEI
8;FEEJ;pFEEJ
5;FEFA;pFEFA
4;FEFB;pFEFB
5;FEFC;pFEFC
4;FEFD;pFEFD
0;FEFE;pFEFE
1;FEFF;pFEFF
0;FEFG;pFEFG
16;FEFH;pFEFH
14;FEFI;pFEFI
18;FEFJ;pFEFJ
13;FEGA;pFEGA
1;FEGB;pFEGB
15;FEGC;pFEGC
1;FEGD;pFEGD
0;FEGE;pFEGE
5;FEGF;pFEGF
11;FEGG;pFEGG
11;FEGH;pFEGH
15;FEGI;pFEGI
4;FEGJ;pFEGJ
7;FEHA;pFEHA
1;FEHB;pFEHB
16;FEHC;pFEHC
3;FEHD;pFEHD
11;FEHE;pFEHE
19;FEHF;pFEHF
7;FEHG;pFEHG
16;FEHH;pFEHH
2;FEHI;pFEHI
10;FEHJ;pFEHJ
11;FEIA;pFEIA
3;FEIB;pFEIB
17;FEIC;pFEIC
16;FEID;pFEID
5;FEIE;pFEIE
9;FEIF;pFEIF
16;FEIG;pFEIG
7;FEIH;pFEIH
4;FEII;pFEII
3;FEIJ;pFEIJ
15;FEJA;pFEJA
10;FEJB;pFEJB
7;FEJC;pFEJC
13;FEJD;pFEJD
8;FEJE;pFEJE
5;FEJF;pFEJF
8;FEJG;pFEJG
15;FEJH;pFEJH
0;FEJI;pFEJI
6;FEJJ;pFEJJ
3;FFAA;pFFAA
12;FFAB;pFFAB
11;FFAC;pFFAC
15;FFAD;pFFAD
2;FFAE;pFFAE
10;FFAF;pFFAF
3;FFAG;pFFAG
18;FFAH;pFFAH
18;FFAI;pFFAI
9;FFAJ;pFFAJ
8;FFBA;pFFBA
7;FFBB;pFFBB
18;FFBC;pFFBC
7;FFBD;pFFBD
2;FFBE;pFFBE
4;FFBF;pFFBF
14;FFBG;pFFBG
19;FFBH;pFFBH
19;FFBI;pFFBI
11;FFBJ;pFFBJ
11;FFCA;pFFCA
4;FFCB;pFFCB
16;FFCC;pFFCC
3;FFCD;pFFCD
9;FFCE;pFFCE
17;FFCF;pFFCF
13;FFCG;pFFCG
16;FFCH;pFFCH
9;FFCI;pFFCI
11;FFCJ;pFFCJ
19;FFDA;pFFDA
0;FFDB;pFFDB
16;FFDC;pFFDC
10;FFDD;pFFDD
5;FFDE;pFFDE
